query_toks_no_value,question,table name
"['select', 'distinct', 't1', '.', 'maker', 'from', 'car_makers', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'maker', 'join', 'car_names', 'as', 't3', 'on', 't2', '.', 'model', '=', 't3', '.', 'model', 'join', 'cars_data', 'as', 't4', 'on', 't3', '.', 'makeid', '=', 't4', '.', 'id', 'where', 't4', '.', 'year', '=', 'value']",What is the name of the different car makers who produced a car in 1970?,"['car_makers', 'model_list', 'car_names', 'cars_data']"
"['select', 't2', '.', 'make', ',', 't1', '.', 'year', 'from', 'cars_data', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'makeid', 'where', 't1', '.', 'year', '=', '(', 'select', 'min', '(', 'year', ')', 'from', 'cars_data', ')']",Find the make and production time of the cars that were produced in the earliest year?,"['cars_data', 'car_names', 'cars_data']"
"['select', 't2', '.', 'make', ',', 't1', '.', 'year', 'from', 'cars_data', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'makeid', 'where', 't1', '.', 'year', '=', '(', 'select', 'min', '(', 'year', ')', 'from', 'cars_data', ')']",What is the maker of the carr produced in the earliest year and what year was it?,"['cars_data', 'car_names', 'cars_data']"
"['select', 'distinct', 't1', '.', 'model', 'from', 'model_list', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'model', '=', 't2', '.', 'model', 'join', 'cars_data', 'as', 't3', 'on', 't2', '.', 'makeid', '=', 't3', '.', 'id', 'where', 't3', '.', 'year', '>', 'value']",Which distinct car models are the produced after 1980?,"['model_list', 'car_names', 'cars_data']"
"['select', 'distinct', 't1', '.', 'model', 'from', 'model_list', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'model', '=', 't2', '.', 'model', 'join', 'cars_data', 'as', 't3', 'on', 't2', '.', 'makeid', '=', 't3', '.', 'id', 'where', 't3', '.', 'year', '>', 'value']",What are the different models for the cards produced after 1980?,"['model_list', 'car_names', 'cars_data']"
"['select', 't1', '.', 'continent', ',', 'count', '(', '*', ')', 'from', 'continents', 'as', 't1', 'join', 'countries', 'as', 't2', 'on', 't1', '.', 'contid', '=', 't2', '.', 'continent', 'join', 'car_makers', 'as', 't3', 'on', 't2', '.', 'countryid', '=', 't3', '.', 'country', 'group', 'by', 't1', '.', 'continent']",How many car makers are there in each continents? List the continent name and the count.,"['continents', 'countries', 'car_makers']"
"['select', 't1', '.', 'continent', ',', 'count', '(', '*', ')', 'from', 'continents', 'as', 't1', 'join', 'countries', 'as', 't2', 'on', 't1', '.', 'contid', '=', 't2', '.', 'continent', 'join', 'car_makers', 'as', 't3', 'on', 't2', '.', 'countryid', '=', 't3', '.', 'country', 'group', 'by', 't1', '.', 'continent']",What is the name of each continent and how many car makers are there in each one?,"['continents', 'countries', 'car_makers']"
"['select', 't2', '.', 'countryname', 'from', 'car_makers', 'as', 't1', 'join', 'countries', 'as', 't2', 'on', 't1', '.', 'country', '=', 't2', '.', 'countryid', 'group', 'by', 't1', '.', 'country', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Which of the countries has the most car makers? List the country name.,"['car_makers', 'countries']"
"['select', 't2', '.', 'countryname', 'from', 'car_makers', 'as', 't1', 'join', 'countries', 'as', 't2', 'on', 't1', '.', 'country', '=', 't2', '.', 'countryid', 'group', 'by', 't1', '.', 'country', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the name of the country with the most car makers?,"['car_makers', 'countries']"
"['select', 'count', '(', '*', ')', ',', 't2', '.', 'fullname', 'from', 'model_list', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'maker', '=', 't2', '.', 'id', 'group', 'by', 't2', '.', 'id']",How many car models are produced by each maker ? Only list the count and the maker full name .,"['model_list', 'car_makers']"
"['select', 'count', '(', '*', ')', ',', 't2', '.', 'fullname', ',', 't2', '.', 'id', 'from', 'model_list', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'maker', '=', 't2', '.', 'id', 'group', 'by', 't2', '.', 'id']",What is the number of car models that are produced by each maker and what is the id and full name of each maker?,"['model_list', 'car_makers']"
"['select', 't1', '.', 'accelerate', 'from', 'cars_data', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'makeid', 'where', 't2', '.', 'make', '=', 'value']",What is the accelerate of the car make amc hornet sportabout (sw)?,"['cars_data', 'car_names']"
"['select', 't1', '.', 'accelerate', 'from', 'cars_data', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'makeid', 'where', 't2', '.', 'make', '=', 'value']",How much does the car accelerate that makes amc hornet sportabout (sw)?,"['cars_data', 'car_names']"
"['select', 'count', '(', '*', ')', 'from', 'car_makers', 'as', 't1', 'join', 'countries', 'as', 't2', 'on', 't1', '.', 'country', '=', 't2', '.', 'countryid', 'where', 't2', '.', 'countryname', '=', 'value']",How many car makers are there in france?,"['car_makers', 'countries']"
"['select', 'count', '(', '*', ')', 'from', 'car_makers', 'as', 't1', 'join', 'countries', 'as', 't2', 'on', 't1', '.', 'country', '=', 't2', '.', 'countryid', 'where', 't2', '.', 'countryname', '=', 'value']",What is the number of makers of care in France?,"['car_makers', 'countries']"
"['select', 'count', '(', '*', ')', 'from', 'model_list', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'maker', '=', 't2', '.', 'id', 'join', 'countries', 'as', 't3', 'on', 't2', '.', 'country', '=', 't3', '.', 'countryid', 'where', 't3', '.', 'countryname', '=', 'value']",How many car models are produced in the usa?,"['model_list', 'car_makers', 'countries']"
"['select', 'count', '(', '*', ')', 'from', 'model_list', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'maker', '=', 't2', '.', 'id', 'join', 'countries', 'as', 't3', 'on', 't2', '.', 'country', '=', 't3', '.', 'countryid', 'where', 't3', '.', 'countryname', '=', 'value']",What is the count of the car models produced in the United States?,"['model_list', 'car_makers', 'countries']"
"['select', 'avg', '(', 'mpg', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value']",What is the average miles per gallon(mpg) of the cars with 4 cylinders?,['cars_data']
"['select', 'avg', '(', 'mpg', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value']",What is the average miles per gallon of all the cards with 4 cylinders?,['cars_data']
"['select', 'min', '(', 'weight', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value', 'and', 'year', '=', 'value']",What is the smallest weight of the car produced with 8 cylinders on 1974 ?,['cars_data']
"['select', 'min', '(', 'weight', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value', 'and', 'year', '=', 'value']",What is the minimum weight of the car with 8 cylinders produced in 1974 ?,['cars_data']
"['select', 'maker', ',', 'model', 'from', 'model_list']",What are all the makers and models?,['model_list']
"['select', 'maker', ',', 'model', 'from', 'model_list']",What are the makers and models?,['model_list']
"['select', 't1', '.', 'countryname', ',', 't1', '.', 'countryid', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'group', 'by', 't1', '.', 'countryid', 'having', 'count', '(', '*', ')', '>', '=', 'value']",What are the countries having at least one car maker? List name and id.,"['countries', 'car_makers']"
"['select', 't1', '.', 'countryname', ',', 't1', '.', 'countryid', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'group', 'by', 't1', '.', 'countryid', 'having', 'count', '(', '*', ')', '>', '=', 'value']",What are the names and ids of all countries with at least one car maker?,"['countries', 'car_makers']"
"['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'horsepower', '>', 'value']",What is the number of the cars with horsepower more than 150?,['cars_data']
"['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'horsepower', '>', 'value']",What is the number of cars with a horsepower greater than 150?,['cars_data']
"['select', 'avg', '(', 'weight', ')', ',', 'year', 'from', 'cars_data', 'group', 'by', 'year']",What is the average weight of cars each year?,['cars_data']
"['select', 'avg', '(', 'weight', ')', ',', 'year', 'from', 'cars_data', 'group', 'by', 'year']",What is the average weight and year for each year?,['cars_data']
"['select', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'continents', 'as', 't2', 'on', 't1', '.', 'continent', '=', 't2', '.', 'contid', 'join', 'car_makers', 'as', 't3', 'on', 't1', '.', 'countryid', '=', 't3', '.', 'country', 'where', 't2', '.', 'continent', '=', 'value', 'group', 'by', 't1', '.', 'countryname', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Which countries in europe have at least 3 car manufacturers?,"['countries', 'continents', 'car_makers']"
"['select', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'continents', 'as', 't2', 'on', 't1', '.', 'continent', '=', 't2', '.', 'contid', 'join', 'car_makers', 'as', 't3', 'on', 't1', '.', 'countryid', '=', 't3', '.', 'country', 'where', 't2', '.', 'continent', '=', 'value', 'group', 'by', 't1', '.', 'countryname', 'having', 'count', '(', '*', ')', '>', '=', 'value']",What are the names of all European countries with at least 3 manufacturers?,"['countries', 'continents', 'car_makers']"
"['select', 't2', '.', 'horsepower', ',', 't1', '.', 'make', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't2', '.', 'cylinders', '=', 'value', 'order', 'by', 't2', '.', 'horsepower', 'desc', 'limit', 'value']",What is the maximum horsepower and the make of the car models with 3 cylinders?,"['car_names', 'cars_data']"
"['select', 't2', '.', 'horsepower', ',', 't1', '.', 'make', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't2', '.', 'cylinders', '=', 'value', 'order', 'by', 't2', '.', 'horsepower', 'desc', 'limit', 'value']",What is the largest amount of horsepower for the models with 3 cylinders and what make is it?,"['car_names', 'cars_data']"
"['select', 't1', '.', 'model', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'order', 'by', 't2', '.', 'mpg', 'desc', 'limit', 'value']","Which model saves the most gasoline? That is to say, have the maximum miles per gallon.","['car_names', 'cars_data']"
"['select', 't1', '.', 'model', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'order', 'by', 't2', '.', 'mpg', 'desc', 'limit', 'value']",What is the car model with the highest mpg ?,"['car_names', 'cars_data']"
"['select', 'avg', '(', 'horsepower', ')', 'from', 'cars_data', 'where', 'year', '<', 'value']",What is the average horsepower of the cars before 1980?,['cars_data']
"['select', 'avg', '(', 'horsepower', ')', 'from', 'cars_data', 'where', 'year', '<', 'value']",What is the average horsepower for all cars produced before 1980 ?,['cars_data']
"['select', 'avg', '(', 't2', '.', 'edispl', ')', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't1', '.', 'model', '=', 'value']",What is the average edispl of the cars of model volvo?,"['car_names', 'cars_data']"
"['select', 'avg', '(', 't2', '.', 'edispl', ')', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't1', '.', 'model', '=', 'value']",What is the average edispl for all volvos?,"['car_names', 'cars_data']"
"['select', 'max', '(', 'accelerate', ')', ',', 'cylinders', 'from', 'cars_data', 'group', 'by', 'cylinders']",What is the maximum accelerate for different number of cylinders?,['cars_data']
"['select', 'max', '(', 'accelerate', ')', ',', 'cylinders', 'from', 'cars_data', 'group', 'by', 'cylinders']",What is the maximum accelerate for all the different cylinders?,['cars_data']
"['select', 'model', 'from', 'car_names', 'group', 'by', 'model', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Which model has the most version(make) of cars?,['car_names']
"['select', 'model', 'from', 'car_names', 'group', 'by', 'model', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What model has the most different versions?,['car_names']
"['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'cylinders', '>', 'value']",How many cars have more than 4 cylinders?,['cars_data']
"['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'cylinders', '>', 'value']",What is the number of cars with more than 4 cylinders?,['cars_data']
"['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'year', '=', 'value']",how many cars were produced in 1980?,['cars_data']
"['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'year', '=', 'value']","In 1980, how many cars were made?",['cars_data']
"['select', 'count', '(', '*', ')', 'from', 'car_makers', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'maker', 'where', 't1', '.', 'fullname', '=', 'value']",How many car models were produced by the maker with full name American Motor Company?,"['car_makers', 'model_list']"
"['select', 'count', '(', '*', ')', 'from', 'car_makers', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'maker', 'where', 't1', '.', 'fullname', '=', 'value']",What is the number of car models created by the car maker American Motor Company?,"['car_makers', 'model_list']"
"['select', 't1', '.', 'fullname', ',', 't1', '.', 'id', 'from', 'car_makers', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'maker', 'group', 'by', 't1', '.', 'id', 'having', 'count', '(', '*', ')', '>', 'value']",Which makers designed more than 3 car models? List full name and the id.,"['car_makers', 'model_list']"
"['select', 't1', '.', 'fullname', ',', 't1', '.', 'id', 'from', 'car_makers', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'maker', 'group', 'by', 't1', '.', 'id', 'having', 'count', '(', '*', ')', '>', 'value']",What are the names and ids of all makers with more than 3 models?,"['car_makers', 'model_list']"
"['select', 'distinct', 't2', '.', 'model', 'from', 'car_names', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1', '.', 'model', '=', 't2', '.', 'model', 'join', 'car_makers', 'as', 't3', 'on', 't2', '.', 'maker', '=', 't3', '.', 'id', 'join', 'cars_data', 'as', 't4', 'on', 't1', '.', 'makeid', '=', 't4', '.', 'id', 'where', 't3', '.', 'fullname', '=', 'value', 'or', 't4', '.', 'weight', '>', 'value']",Which distinctive models are produced by maker with the full name General Motors or weighing more than 3500?,"['car_names', 'model_list', 'car_makers', 'cars_data']"
"['select', 'distinct', 't2', '.', 'model', 'from', 'car_names', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1', '.', 'model', '=', 't2', '.', 'model', 'join', 'car_makers', 'as', 't3', 'on', 't2', '.', 'maker', '=', 't3', '.', 'id', 'join', 'cars_data', 'as', 't4', 'on', 't1', '.', 'makeid', '=', 't4', '.', 'id', 'where', 't3', '.', 'fullname', '=', 'value', 'or', 't4', '.', 'weight', '>', 'value']",What are the different models created by either the car maker General Motors or weighed more than 3500?,"['car_names', 'model_list', 'car_makers', 'cars_data']"
"['select', 'distinct', 'year', 'from', 'cars_data', 'where', 'weight', 'between', 'value', 'and', 'value']",In which years cars were produced weighing no less than 3000 and no more than 4000 ?,['cars_data']
"['select', 'distinct', 'year', 'from', 'cars_data', 'where', 'weight', 'between', 'value', 'and', 'value']",What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000 ?,['cars_data']
