Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents
employee,linearized_column_wise,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 24, 21]",precision@5: 1.0,"[[{'corpus_id': 22, 'score': 0.26768258213996887}, {'corpus_id': 23, 'score': 0.2634708285331726}, {'corpus_id': 20, 'score': 0.2503492832183838}, {'corpus_id': 24, 'score': 0.14782026410102844}, {'corpus_id': 21, 'score': 0.14546674489974976}]]",454
Addresses,linearized_column_wise,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[25, 28, 27, 29, 26]",precision@5: 1.0,"[[{'corpus_id': 25, 'score': 0.1943160742521286}, {'corpus_id': 28, 'score': 0.17501771450042725}, {'corpus_id': 27, 'score': 0.13886955380439758}, {'corpus_id': 29, 'score': 0.12460201233625412}, {'corpus_id': 26, 'score': 0.12152739614248276}]]",454
city,linearized_column_wise,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 30, 31]",precision@5: 1.0,"[[{'corpus_id': 32, 'score': 0.4728739261627197}, {'corpus_id': 34, 'score': 0.4294426143169403}, {'corpus_id': 33, 'score': 0.41655871272087097}, {'corpus_id': 30, 'score': 0.40586963295936584}, {'corpus_id': 31, 'score': 0.4044243097305298}]]",454
shop,linearized_column_wise,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 38, 36, 37, 39]",precision@5: 1.0,"[[{'corpus_id': 35, 'score': 0.2385188788175583}, {'corpus_id': 38, 'score': 0.2310115396976471}, {'corpus_id': 36, 'score': 0.2211262285709381}, {'corpus_id': 37, 'score': 0.17695201933383942}, {'corpus_id': 39, 'score': 0.15962035953998566}]]",454
stadium,linearized_column_wise,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 43, 41, 44, 42]",precision@5: 1.0,"[[{'corpus_id': 40, 'score': 0.2855012118816376}, {'corpus_id': 43, 'score': 0.24620753526687622}, {'corpus_id': 41, 'score': 0.245507150888443}, {'corpus_id': 44, 'score': 0.20935945212841034}, {'corpus_id': 42, 'score': 0.1852760910987854}]]",454
singer,linearized_column_wise,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 47, 49, 46]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.43480074405670166}, {'corpus_id': 48, 'score': 0.3512493073940277}, {'corpus_id': 47, 'score': 0.34939971566200256}, {'corpus_id': 49, 'score': 0.3386174440383911}, {'corpus_id': 46, 'score': 0.33286479115486145}]]",454
station_bike,linearized_column_wise,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[51, 53, 50, 52, 54]",precision@5: 1.0,"[[{'corpus_id': 51, 'score': 0.22341999411582947}, {'corpus_id': 53, 'score': 0.21719685196876526}, {'corpus_id': 50, 'score': 0.20882783830165863}, {'corpus_id': 52, 'score': 0.20657409727573395}, {'corpus_id': 54, 'score': 0.19916099309921265}]]",454
matches,linearized_column_wise,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[405, 198, 117, 180, 270]",precision@5: 0.0,"[[{'corpus_id': 405, 'score': 0.08087501674890518}, {'corpus_id': 198, 'score': 0.07048554718494415}, {'corpus_id': 117, 'score': 0.06844782084226608}, {'corpus_id': 180, 'score': 0.065026193857193}, {'corpus_id': 270, 'score': 0.06028347834944725}]]",454
station_train,linearized_column_wise,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 60, 61, 62, 63]",precision@5: 1.0,"[[{'corpus_id': 64, 'score': 0.400998592376709}, {'corpus_id': 60, 'score': 0.3537483811378479}, {'corpus_id': 61, 'score': 0.33640018105506897}, {'corpus_id': 62, 'score': 0.3321886956691742}, {'corpus_id': 63, 'score': 0.29869967699050903}]]",454
artist,linearized_column_wise,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.3629362881183624}, {'corpus_id': 68, 'score': 0.3325897753238678}, {'corpus_id': 66, 'score': 0.3062709867954254}, {'corpus_id': 65, 'score': 0.2715389132499695}, {'corpus_id': 67, 'score': 0.25319787859916687}]]",454
school,linearized_column_wise,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 73, 74, 70, 71]",precision@5: 1.0,"[[{'corpus_id': 72, 'score': 0.4723668694496155}, {'corpus_id': 73, 'score': 0.42916765809059143}, {'corpus_id': 74, 'score': 0.4194733798503876}, {'corpus_id': 70, 'score': 0.39270710945129395}, {'corpus_id': 71, 'score': 0.33535754680633545}]]",454
book_club,linearized_column_wise,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 79, 78, 75]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.38126975297927856}, {'corpus_id': 76, 'score': 0.33690211176872253}, {'corpus_id': 79, 'score': 0.31162354350090027}, {'corpus_id': 78, 'score': 0.2773623466491699}, {'corpus_id': 75, 'score': 0.2691240906715393}]]",454
Staff,linearized_column_wise,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 82, 83, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.41409242153167725}, {'corpus_id': 81, 'score': 0.34124672412872314}, {'corpus_id': 82, 'score': 0.33336833119392395}, {'corpus_id': 83, 'score': 0.32348960638046265}, {'corpus_id': 80, 'score': 0.2054688036441803}]]",454
Products,linearized_column_wise,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 89, 87, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.330353707075119}, {'corpus_id': 88, 'score': 0.26863211393356323}, {'corpus_id': 89, 'score': 0.2673405706882477}, {'corpus_id': 87, 'score': 0.2432112842798233}, {'corpus_id': 86, 'score': 0.22415509819984436}]]",454
Addresses_customers,linearized_column_wise,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 94, 90, 97, 29]",precision@5: 0.6,"[[{'corpus_id': 91, 'score': 0.1992090493440628}, {'corpus_id': 94, 'score': 0.1503601223230362}, {'corpus_id': 90, 'score': 0.13599881529808044}, {'corpus_id': 97, 'score': 0.10689815133810043}, {'corpus_id': 29, 'score': 0.09829320758581161}]]",454
Customers,linearized_column_wise,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 82, 84]",precision@5: 0.6,"[[{'corpus_id': 96, 'score': 0.23245687782764435}, {'corpus_id': 95, 'score': 0.19705884158611298}, {'corpus_id': 97, 'score': 0.18596144020557404}, {'corpus_id': 82, 'score': 0.10256551951169968}, {'corpus_id': 84, 'score': 0.08660437166690826}]]",454
Physician,linearized_column_wise,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[202, 203, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 202, 'score': 0.3907775282859802}, {'corpus_id': 203, 'score': 0.3515143394470215}, {'corpus_id': 201, 'score': 0.32198798656463623}, {'corpus_id': 204, 'score': 0.2804510295391083}, {'corpus_id': 200, 'score': 0.19569428265094757}]]",454
Movie,linearized_column_wise,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 209, 205, 206]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.4041360020637512}, {'corpus_id': 208, 'score': 0.37018194794654846}, {'corpus_id': 209, 'score': 0.3272881507873535}, {'corpus_id': 205, 'score': 0.3057868480682373}, {'corpus_id': 206, 'score': 0.2842911183834076}]]",454
film,linearized_column_wise,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 214, 212, 210, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.42735275626182556}, {'corpus_id': 214, 'score': 0.38852444291114807}, {'corpus_id': 212, 'score': 0.38619792461395264}, {'corpus_id': 210, 'score': 0.38460034132003784}, {'corpus_id': 213, 'score': 0.3415055572986603}]]",454
films,linearized_column_wise,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[215, 217, 219, 216, 218]",precision@5: 1.0,"[[{'corpus_id': 215, 'score': 0.24604681134223938}, {'corpus_id': 217, 'score': 0.24075117707252502}, {'corpus_id': 219, 'score': 0.1960693895816803}, {'corpus_id': 216, 'score': 0.18367500603199005}, {'corpus_id': 218, 'score': 0.1799810826778412}]]",454
medicine,linearized_column_wise,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[222, 223, 221, 224, 220]",precision@5: 1.0,"[[{'corpus_id': 222, 'score': 0.2926931083202362}, {'corpus_id': 223, 'score': 0.21900911629199982}, {'corpus_id': 221, 'score': 0.20890241861343384}, {'corpus_id': 224, 'score': 0.1806999146938324}, {'corpus_id': 220, 'score': 0.12324333190917969}]]",454
party,linearized_column_wise,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 227, 226, 229, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.406281054019928}, {'corpus_id': 227, 'score': 0.4021857976913452}, {'corpus_id': 226, 'score': 0.3860991597175598}, {'corpus_id': 229, 'score': 0.36978381872177124}, {'corpus_id': 228, 'score': 0.34552621841430664}]]",454
region,linearized_column_wise,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 233, 232, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.5027637481689453}, {'corpus_id': 233, 'score': 0.4197951555252075}, {'corpus_id': 232, 'score': 0.4178191125392914}, {'corpus_id': 234, 'score': 0.37725886702537537}, {'corpus_id': 231, 'score': 0.34075212478637695}]]",454
Student,linearized_column_wise,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[333, 236, 237, 239, 330]",precision@5: 0.6,"[[{'corpus_id': 333, 'score': 0.24495011568069458}, {'corpus_id': 236, 'score': 0.22512927651405334}, {'corpus_id': 237, 'score': 0.2192022055387497}, {'corpus_id': 239, 'score': 0.21244437992572784}, {'corpus_id': 330, 'score': 0.17835642397403717}]]",454
list,linearized_column_wise,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[241, 244, 243, 240, 242]",precision@5: 1.0,"[[{'corpus_id': 241, 'score': 0.1488252729177475}, {'corpus_id': 244, 'score': 0.08710314333438873}, {'corpus_id': 243, 'score': 0.0864487811923027}, {'corpus_id': 240, 'score': 0.08539782464504242}, {'corpus_id': 242, 'score': 0.053803928196430206}]]",454
teachers,linearized_column_wise,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[247, 248, 246, 245, 249]",precision@5: 1.0,"[[{'corpus_id': 247, 'score': 0.22814160585403442}, {'corpus_id': 248, 'score': 0.19461765885353088}, {'corpus_id': 246, 'score': 0.16308757662773132}, {'corpus_id': 245, 'score': 0.15556937456130981}, {'corpus_id': 249, 'score': 0.12274169921875}]]",454
drivers,linearized_column_wise,5,"Index([336, 337, 338, 339, 358], dtype='int64')","[84, 80, 82, 338, 81]",precision@5: 0.2,"[[{'corpus_id': 84, 'score': 0.11160306632518768}, {'corpus_id': 80, 'score': 0.10242112725973129}, {'corpus_id': 82, 'score': 0.08632095158100128}, {'corpus_id': 338, 'score': 0.0831066146492958}, {'corpus_id': 81, 'score': 0.07511720061302185}]]",454
circuits,linearized_column_wise,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[340, 342, 341, 386, 394]",precision@5: 0.6,"[[{'corpus_id': 340, 'score': 0.1780443787574768}, {'corpus_id': 342, 'score': 0.16983649134635925}, {'corpus_id': 341, 'score': 0.1482686996459961}, {'corpus_id': 386, 'score': 0.14632651209831238}, {'corpus_id': 394, 'score': 0.14559951424598694}]]",454
constructors,linearized_column_wise,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[345, 348, 349, 347, 346]",precision@5: 1.0,"[[{'corpus_id': 345, 'score': 0.150782510638237}, {'corpus_id': 348, 'score': 0.14808213710784912}, {'corpus_id': 349, 'score': 0.13762404024600983}, {'corpus_id': 347, 'score': 0.13390836119651794}, {'corpus_id': 346, 'score': 0.11954326927661896}]]",454
user_reviews,linearized_column_wise,5,"Index([350, 351, 352, 353, 354], dtype='int64')","[354, 353, 351, 352, 350]",precision@5: 1.0,"[[{'corpus_id': 354, 'score': 0.10509607940912247}, {'corpus_id': 353, 'score': 0.10427062213420868}, {'corpus_id': 351, 'score': 0.09539274126291275}, {'corpus_id': 352, 'score': 0.0854402482509613}, {'corpus_id': 350, 'score': 0.06813963502645493}]]",454
customers,linearized_column_wise,5,"Index([355, 356, 357, 359, 360], dtype='int64')","[98, 84, 97, 96, 333]",precision@5: 0.0,"[[{'corpus_id': 98, 'score': 0.11146826297044754}, {'corpus_id': 84, 'score': 0.11090583354234695}, {'corpus_id': 97, 'score': 0.10740245878696442}, {'corpus_id': 96, 'score': 0.10556825250387192}, {'corpus_id': 333, 'score': 0.09432224184274673}]]",454
rootbeerbrand,linearized_column_wise,5,"Index([361, 362, 363, 364, 365], dtype='int64')","[362, 361, 365, 364, 363]",precision@5: 1.0,"[[{'corpus_id': 362, 'score': 0.28374040126800537}, {'corpus_id': 361, 'score': 0.2704647481441498}, {'corpus_id': 365, 'score': 0.24348030984401703}, {'corpus_id': 364, 'score': 0.23665305972099304}, {'corpus_id': 363, 'score': 0.2097959965467453}]]",454
publisher,linearized_column_wise,5,"Index([366, 367, 368, 369, 382], dtype='int64')","[84, 80, 82, 81, 83]",precision@5: 0.0,"[[{'corpus_id': 84, 'score': 0.13622042536735535}, {'corpus_id': 80, 'score': 0.13158303499221802}, {'corpus_id': 82, 'score': 0.10949180275201797}, {'corpus_id': 81, 'score': 0.10230204463005066}, {'corpus_id': 83, 'score': 0.08304330706596375}]]",454
author,linearized_column_wise,5,"Index([370, 371, 372, 373, 383], dtype='int64')","[84, 80, 82, 81, 370]",precision@5: 0.2,"[[{'corpus_id': 84, 'score': 0.13730140030384064}, {'corpus_id': 80, 'score': 0.13182707130908966}, {'corpus_id': 82, 'score': 0.11124031245708466}, {'corpus_id': 81, 'score': 0.10375914722681046}, {'corpus_id': 370, 'score': 0.09070198982954025}]]",454
customer,linearized_column_wise,5,"Index([374, 375, 376, 377, 384], dtype='int64')","[84, 80, 82, 81, 83]",precision@5: 0.0,"[[{'corpus_id': 84, 'score': 0.1589217483997345}, {'corpus_id': 80, 'score': 0.1570090651512146}, {'corpus_id': 82, 'score': 0.13374990224838257}, {'corpus_id': 81, 'score': 0.12716829776763916}, {'corpus_id': 83, 'score': 0.1096777692437172}]]",454
businesses,linearized_column_wise,5,"Index([378, 379, 380, 381, 385], dtype='int64')","[96, 97, 98, 84, 92]",precision@5: 0.0,"[[{'corpus_id': 96, 'score': 0.12456510961055756}, {'corpus_id': 97, 'score': 0.11254116147756577}, {'corpus_id': 98, 'score': 0.10404360294342041}, {'corpus_id': 84, 'score': 0.09994584321975708}, {'corpus_id': 92, 'score': 0.08929923176765442}]]",454
AllotropesCarbon,linearized_column_wise,1,"Index([406], dtype='int64')",[406],precision@1: 1.0,"[[{'corpus_id': 406, 'score': 0.36067402362823486}]]",454
AluminiumAluminium,linearized_column_wise,1,"Index([424], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.24110256135463715}]]",454
Apollo_11,linearized_column_wise,1,"Index([], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.3982986807823181}]]",454
Automatic speech recognitionDeep learning,linearized_column_wise,1,"Index([445], dtype='int64')",[445],precision@1: 1.0,"[[{'corpus_id': 445, 'score': 0.12464121729135513}]]",454
Bluetooth device power by class Bluetooth,linearized_column_wise,1,"Index([427], dtype='int64')",[427],precision@1: 1.0,"[[{'corpus_id': 427, 'score': 0.18876992166042328}]]",454
Chlorine oxoacids and oxyanionsChlorine,linearized_column_wise,1,"Index([439], dtype='int64')",[439],precision@1: 1.0,"[[{'corpus_id': 439, 'score': 0.19826391339302063}]]",454
Clubs relegated from Série ACampeonato Brasileiro Série A,linearized_column_wise,1,"Index([402], dtype='int64')",[402],precision@1: 1.0,"[[{'corpus_id': 402, 'score': 0.13093003630638123}]]",454
Common purposesDam,linearized_column_wise,1,"Index([449], dtype='int64')",[449],precision@1: 1.0,"[[{'corpus_id': 449, 'score': 0.24723540246486664}]]",454
Comparison of motor types Electric motor,linearized_column_wise,1,"Index([446], dtype='int64')",[446],precision@1: 1.0,"[[{'corpus_id': 446, 'score': 0.14518330991268158}]]",454
"Comparison of Union and Confederacy, 1860–1864[245][246] American Civil War",linearized_column_wise,1,"Index([404], dtype='int64')",[404],precision@1: 1.0,"[[{'corpus_id': 404, 'score': 0.20325498282909393}]]",454
Currently docked_berthedInternational Space Station,linearized_column_wise,1,"Index([410], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.13326790928840637}]]",454
Current squadBrazil national football team,linearized_column_wise,1,"Index([403], dtype='int64')",[403],precision@1: 1.0,"[[{'corpus_id': 403, 'score': 0.1382233053445816}]]",454
Decay modes in NUBASE2020[30] Radioactive decay,linearized_column_wise,1,"Index([434], dtype='int64')",[434],precision@1: 1.0,"[[{'corpus_id': 434, 'score': 0.20470024645328522}]]",454
Electromagnetic radiation interaction with matter Electromagnetic spectrum,linearized_column_wise,1,"Index([420], dtype='int64')",[420],precision@1: 1.0,"[[{'corpus_id': 420, 'score': 0.2845638692378998}]]",454
Electron configurationsPeriodic table,linearized_column_wise,1,"Index([405], dtype='int64')",[11],precision@1: 0.0,"[[{'corpus_id': 11, 'score': 0.08980413526296616}]]",454
Elementary Particles Particle physics,linearized_column_wise,1,"Index([448], dtype='int64')",[448],precision@1: 1.0,"[[{'corpus_id': 448, 'score': 0.2715485692024231}]]",454
Energetics of supernovae Supernova,linearized_column_wise,1,"Index([442], dtype='int64')",[442],precision@1: 1.0,"[[{'corpus_id': 442, 'score': 0.16740234196186066}]]",454
Fuel use in vehicle designs Electric vehicle,linearized_column_wise,1,"Index([436], dtype='int64')",[436],precision@1: 1.0,"[[{'corpus_id': 436, 'score': 0.25694137811660767}]]",454
Genetic testingCancer,linearized_column_wise,1,"Index([430], dtype='int64')",[430],precision@1: 1.0,"[[{'corpus_id': 430, 'score': 0.11429756879806519}]]",454
Genomic diversity among viruses Virus,linearized_column_wise,1,"Index([416], dtype='int64')",[294],precision@1: 0.0,"[[{'corpus_id': 294, 'score': 0.0757879763841629}]]",454
GoldGold,linearized_column_wise,1,"Index([422], dtype='int64')",[92],precision@1: 0.0,"[[{'corpus_id': 92, 'score': 0.052958715707063675}]]",454
GPS message format Global Positioning System,linearized_column_wise,1,"Index([450], dtype='int64')",[450],precision@1: 1.0,"[[{'corpus_id': 450, 'score': 0.15705305337905884}]]",454
HeliumHelium,linearized_column_wise,1,"Index([425], dtype='int64')",[92],precision@1: 0.0,"[[{'corpus_id': 92, 'score': 0.0937672108411789}]]",454
Interactions of thermodynamic systems Thermodynamics,linearized_column_wise,1,"Index([433], dtype='int64')",[433],precision@1: 1.0,"[[{'corpus_id': 433, 'score': 0.09567398577928543}]]",454
IronIron,linearized_column_wise,1,"Index([408], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.21945269405841827}]]",454
JavaScript type conversions JavaScript,linearized_column_wise,1,"Index([443], dtype='int64')",[206],precision@1: 0.0,"[[{'corpus_id': 206, 'score': 0.06559893488883972}]]",454
JIS transistor prefix table Transistor,linearized_column_wise,1,"Index([415], dtype='int64')",[415],precision@1: 1.0,"[[{'corpus_id': 415, 'score': 0.09735861420631409}]]",454
Lithium-ion battery,linearized_column_wise,1,"Index([437], dtype='int64')",[250],precision@1: 0.0,"[[{'corpus_id': 250, 'score': 0.13359087705612183}]]",454
LithiumLithium,linearized_column_wise,1,"Index([409], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.21198518574237823}]]",454
Magnetic field,linearized_column_wise,1,"Index([432], dtype='int64')",[432],precision@1: 1.0,"[[{'corpus_id': 432, 'score': 0.13420413434505463}]]",454
